NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
482060002068,5%,56%,70%,53906,22.62,18%
482060008083,3%,64%,72%,66106,23.74,36%
482064002075,9%,40%,72%,43094,20.10,41%
482070002078,10%,48%,72%,43906,20.15,44%
482076002083,4%,47%,80%,47579,20.27,56%
482085002088,1%,60%,71%,51909,21.13,28%
482096002090,7%,58%,78%,70058,20.25,33%
482100002094,4%,60%,86%,43528,20.86,29%
482103002096,9%,47%,44%,42738,20.18,29%
482106002099,7%,45%,34%,32902,20.42,52%
482115002117,8%,28%,67%,30532,19.52,61%
482115002122,11%,55%,52%,45197,19.44,44%
482115011473,6%,67%,78%,80169,19.52,38%
482136002135,6%,49%,58%,38638,21.08,34%
482139002141,11%,43%,48%,41422,21.67,32%
482142002152,11%,46%,52%,37614,17.66,68%
482142002162,17%,30%,68%,48057,20.03,43%
482142012129,9%,63%,73%,74420,20.15,56%
482145002166,4%,35%,65%,33558,20.05,36%
482154002171,6%,56%,72%,63115,21.03,24%
482160007458,2%,49%,57%,44118,19.84,39%
482166002183,2%,91%,88%,142557,23.79,15%
482166007439,4%,87%,78%,118221,23.79,11%
482172002189,19%,28%,58%,26264,19.84,53%
482175002195,2%,58%,86%,80916,20.23,19%
482178002199,0%,51%,63%,52841,20.76,24%
482181002202,9%,39%,73%,40602,20.59,42%
482190002208,17%,39%,59%,35188,21.15,48%
482196002213,7%,61%,82%,64084,21.40,22%
482212002223,4%,41%,57%,36360,21.15,19%
482217002227,9%,56%,85%,69597,20.47,25%
482223002232,0%,41%,58%,33713,21.30,36%
482232002239,2%,52%,69%,70529,19.15,24%
482238002245,13%,49%,76%,58512,18.49,26%
482241002248,5%,58%,83%,71100,20.27,22%
482247002260,19%,25%,45%,23632,16.47,85%
482247002263,16%,27%,63%,33076,16.78,80%
482250002274,10%,48%,65%,43947,20.93,22%
482253002284,6%,66%,80%,61734,18.57,66%
482253006267,10%,24%,39%,21796,19.64,58%
482253011541,6%,66%,80%,61734,19.96,49%
482256002294,7%,62%,81%,57113,19.62,40%
482259002296,12%,61%,83%,47098,21.62,16%
482277002308,11%,50%,56%,48391,19.98,43%
482280002311,6%,53%,91%,48443,21.03,32%
482283002313,12%,27%,44%,34276,17.12,82%
482297002325,3%,59%,53%,40123,21.52,47%
482298002331,8%,60%,84%,49231,21.25,21%
482301002335,5%,36%,57%,40125,21.91,64%
482310002347,10%,31%,69%,38958,16.88,92%
482325002357,2%,94%,71%,145536,26.36,0%
482328002363,11%,38%,57%,30703,20.64,63%
482331002367,12%,54%,15%,46723,18.27,70%
482340002375,5%,78%,68%,57773,22.52,16%
482364002393,5%,52%,70%,40941,15.15,79%
482364002397,4%,96%,89%,193254,22.25,42%
482364002434,10%,26%,35%,25337,15.61,91%
482364002462,9%,36%,72%,59375,15.15,85%
482364002483,8%,71%,32%,31402,27.26,33%
482364002503,12%,16%,44%,30107,13.68,82%
482364002506,22%,37%,37%,26711,13.78,83%
482364002512,2%,94%,56%,81741,20.62,38%
482364002518,5%,17%,48%,23938,14.95,90%
482364002530,11%,24%,57%,42750,14.90,70%
482364002536,9%,27%,67%,39705,15.78,72%
482364002552,5%,87%,88%,37715,24.57,13%
482364002562,6%,91%,71%,66797,17.30,66%
482364002580,10%,63%,53%,57708,15.51,83%
482364002583,6%,38%,57%,40607,15.63,82%
482364002584,5%,48%,72%,48879,16.90,87%
482364002592,15%,30%,27%,29345,14.39,71%
482364002604,4%,70%,75%,71756,18.15,64%
482364002605,10%,43%,34%,24565,16.05,88%
482364002609,9%,52%,61%,60988,15.54,72%
482364002611,17%,33%,28%,17523,14.22,79%
482364002619,45%,13%,4%,10945,14.63,75%
482364002620,31%,54%,18%,14320,14.56,66%
482364005490,25%,41%,47%,24063,16.10,73%
482364005745,0%,91%,90%,96610,18.10,70%
482364007928,8%,41%,55%,37040,19.62,70%
482364008815,4%,42%,54%,40813,16.76,74%
482364008816,5%,81%,70%,88125,20.03,44%
482364009273,4%,90%,94%,89966,27.41,18%
482364009609,7%,94%,67%,64637,21.89,54%
482364011262,13%,63%,37%,35481,21.13,64%
482364011263,9%,80%,67%,88088,20.32,57%
482364012203,6%,54%,89%,66284,17.86,57%
482364012211,9%,24%,56%,37109,14.46,83%
482364012246,8%,23%,74%,16662,20.69,81%
482364012269,9%,28%,49%,21000,16.76,82%
482367002622,9%,59%,62%,66273,22.18,25%
482379002631,6%,58%,82%,50676,21.08,38%
482382002633,5%,53%,64%,54167,20.74,18%
482388002640,10%,32%,81%,46741,17.39,53%
482391002646,8%,58%,60%,39310,17.78,54%
482391005502,4%,87%,79%,94953,23.89,4%
482391007028,5%,81%,84%,92250,20.76,26%
482391010753,6%,75%,77%,82158,21.15,21%
482391011266,4%,66%,73%,60250,22.37,13%
482391011267,8%,78%,69%,117231,18.86,39%
482400002654,8%,53%,73%,51456,20.47,33%
482403002658,11%,34%,51%,30293,20.89,43%
482406002663,9%,65%,54%,45766,21.79,32%
482406002682,10%,41%,47%,48800,21.03,38%
482410002686,8%,71%,73%,78258,20.52,28%
482415002690,1%,57%,64%,54405,21.76,21%
482418002697,4%,60%,62%,52734,20.91,30%
482421005510,6%,59%,85%,50179,20.69,49%
482424002701,6%,51%,69%,63750,20.01,36%
482426002703,4%,61%,82%,44289,22.18,23%
482442002726,18%,30%,67%,29700,16.98,69%
482442002733,9%,81%,57%,55518,17.69,54%
482442002734,14%,45%,54%,43271,17.34,64%
482442008525,4%,89%,85%,72747,17.47,66%
482448002743,8%,47%,63%,48108,20.32,48%
482453002746,4%,47%,66%,41500,21.03,30%
482460002756,13%,44%,84%,52368,21.30,43%
482463002758,24%,37%,44%,19454,20.76,58%
482473002764,8%,45%,49%,33047,23.72,56%
482475002768,7%,47%,81%,45417,15.81,55%
482478002771,7%,68%,74%,74172,21.72,15%
482484002777,3%,62%,61%,50551,22.18,24%
482493002781,3%,57%,71%,61576,21.59,30%
482496002785,6%,46%,56%,70388,19.76,39%
482499002789,6%,60%,36%,50278,19.13,42%
482499010445,10%,68%,67%,56702,17.66,62%
482499012011,5%,54%,68%,55756,21.64,35%
482502002796,7%,46%,56%,29414,18.88,28%
482514002803,3%,42%,49%,38750,19.91,44%
482517002809,5%,57%,81%,66191,22.35,23%
482517005518,7%,74%,69%,68750,24.21,13%
482517006001,4%,66%,73%,99593,20.49,46%
482517008271,4%,98%,89%,135496,24.60,8%
482517010759,10%,66%,70%,61750,20.27,44%
482517010760,2%,92%,93%,132745,24.52,4%
482520002816,9%,49%,35%,43030,19.86,48%
482523006726,10%,46%,69%,40641,18.64,63%
482526002822,4%,77%,61%,62903,23.79,4%
482526007119,8%,71%,54%,63293,21.47,31%
482526009380,4%,81%,77%,92251,22.42,16%
482526011897,3%,89%,84%,104485,21.42,17%
482532002826,13%,41%,67%,45389,20.30,49%
482550002839,6%,79%,88%,74236,20.84,24%
482553002842,7%,55%,41%,36679,17.27,70%
482556002845,3%,40%,58%,48113,23.55,38%
482559002853,7%,39%,52%,33999,22.08,36%
482562002858,9%,41%,53%,32898,21.47,41%
482566002866,9%,65%,74%,56756,19.76,37%
482566002871,16%,54%,65%,32746,19.76,45%
482566008695,8%,80%,78%,76292,21.01,20%
482566008696,13%,73%,63%,54161,19.05,43%
482568002887,9%,68%,77%,52500,18.54,54%
482574002903,7%,73%,71%,72542,23.03,20%
482574005522,8%,62%,72%,58056,18.74,61%
482574005759,2%,74%,85%,104894,22.50,19%
482574008631,6%,64%,89%,81086,22.08,21%
482592002919,10%,41%,62%,38274,19.20,33%
482598002925,6%,64%,78%,58023,20.01,22%
482604002927,17%,41%,54%,27123,17.08,77%
482610002933,2%,39%,71%,46012,21.47,32%
482613002936,13%,25%,72%,30255,18.39,92%
482613007045,19%,16%,77%,21360,19.20,97%
482613009305,15%,19%,68%,29925,17.30,90%
482616002941,9%,53%,66%,37047,16.32,61%
482619021038,10%,63%,44%,64583,20.59,31%
482625002961,18%,46%,52%,28500,17.37,73%
482628002965,12%,44%,65%,31887,16.66,71%
482631002968,6%,61%,73%,84850,20.67,17%
482640002973,8%,74%,75%,63843,22.08,16%
482643002975,8%,75%,66%,82023,21.86,28%
482647005763,8%,94%,91%,126515,24.72,8%
482649002978,10%,40%,56%,47661,17.66,61%
482658002988,10%,34%,49%,34427,20.25,49%
482658005534,5%,51%,45%,54656,19.15,59%
482658008559,2%,80%,85%,103476,22.08,20%
482658011891,8%,64%,69%,71103,21.74,17%
482664002998,7%,54%,81%,42500,21.25,35%
482667003003,14%,58%,57%,48059,16.17,68%
482679003023,12%,20%,61%,22756,16.44,99%
482679003025,8%,35%,40%,38281,17.05,95%
482679005883,13%,20%,45%,26838,16.95,99%
482679011365,8%,72%,91%,78398,19.22,92%
482691003035,10%,44%,64%,22542,19.27,32%
482703003042,10%,77%,76%,63011,22.30,24%
482703008089,5%,91%,86%,104761,24.40,7%
482703009436,4%,80%,77%,86548,22.67,13%
482703011944,8%,78%,83%,75281,21.69,16%
482703012156,6%,93%,94%,75697,24.45,5%
482721003054,4%,48%,64%,46645,22.52,39%
482724003057,4%,51%,74%,52711,20.05,46%
482730003072,8%,61%,54%,41136,20.89,38%
482730005770,7%,89%,80%,96121,24.28,4%
482730006291,7%,56%,65%,60434,22.01,29%
482730008195,6%,93%,57%,69466,23.96,13%
482730008196,1%,93%,87%,142824,24.99,2%
482733003076,4%,51%,87%,56813,20.57,32%
482739003079,7%,48%,62%,42500,21.47,53%
482742003085,7%,70%,79%,68015,22.33,15%
482745003087,13%,44%,55%,40068,20.37,40%
482751003091,8%,59%,64%,50739,21.28,29%
482757003100,8%,44%,87%,35321,23.67,2%
482769003105,6%,68%,53%,62800,20.93,27%
482772003111,9%,70%,73%,76949,19.91,38%
482778003118,7%,30%,63%,31038,20.05,47%
482781003121,9%,58%,56%,33773,21.84,37%
482787003123,8%,50%,73%,65122,19.69,49%
482789003129,7%,57%,68%,41012,19.44,39%
482802003137,12%,57%,56%,50396,20.18,30%
482811003146,4%,58%,62%,52177,19.86,48%
482820003158,2%,67%,79%,66821,21.81,17%
482829003163,7%,43%,49%,44236,18.52,81%
482838010525,3%,79%,89%,101813,24.47,2%
482850010889,5%,72%,49%,34375,21.08,35%
482850010890,14%,33%,28%,25394,14.93,78%
482850010891,12%,64%,32%,18910,23.57,41%
482850010892,7%,79%,66%,52518,20.37,46%
482855007762,11%,33%,55%,38214,22.35,52%
482859003239,2%,37%,58%,39863,19.30,50%
482865003246,7%,41%,76%,60536,18.37,57%
482868003248,12%,45%,66%,39966,21.98,44%
482871003251,7%,35%,65%,36393,19.05,61%
482874003254,3%,77%,79%,92930,22.16,20%
482874011311,6%,68%,70%,72529,21.30,32%
482878003258,15%,43%,43%,27770,19.30,54%
482889003263,3%,69%,83%,80027,16.83,68%
482889011568,3%,69%,83%,80027,19.20,42%
482892009049,4%,82%,92%,101058,20.25,41%
482892009383,2%,88%,92%,135640,21.98,13%
482892011022,7%,70%,85%,93750,19.66,35%
482892011334,7%,69%,58%,51613,21.69,25%
482892011441,6%,75%,94%,107660,18.54,22%
482892012371,8%,78%,67%,109205,19.84,22%
482901003274,5%,63%,79%,37881,20.98,41%
482910003280,5%,51%,67%,53224,20.27,29%
482913003284,9%,43%,30%,27225,16.00,74%
482916003292,9%,29%,46%,20962,19.84,56%
482919003301,4%,49%,68%,40052,19.84,48%
482925003305,9%,47%,61%,48125,20.05,39%
482928003307,7%,47%,42%,35142,21.89,37%
482940003312,13%,38%,43%,34487,16.98,69%
482958003323,8%,52%,82%,67188,20.18,29%
482967003339,8%,53%,60%,41830,20.20,51%
482967005548,12%,38%,40%,17366,20.74,52%
482967011859,11%,35%,53%,16225,20.27,75%
482967021345,3%,41%,68%,29618,21.81,56%
482982003354,7%,62%,69%,53917,19.91,56%
482985003360,5%,49%,68%,35161,22.94,23%
482985008731,4%,68%,92%,79474,23.11,23%
482985010501,4%,85%,75%,96191,23.62,14%
483006003373,9%,51%,75%,57679,22.72,35%
483012010505,5%,58%,90%,88125,22.74,14%
483030003394,14%,36%,48%,40030,20.27,45%
483036003400,8%,50%,82%,54886,21.54,29%
483039003411,8%,41%,44%,52843,18.59,57%
483039003413,7%,65%,81%,69267,18.37,60%
483039003422,4%,34%,61%,43839,18.08,67%
483039006301,5%,66%,62%,66630,20.30,41%
483039008764,6%,67%,80%,88964,20.23,36%
483042003425,5%,45%,72%,33529,18.00,65%
483057003445,4%,68%,61%,79128,21.54,20%
483057003447,3%,77%,77%,66488,21.13,21%
483057012458,1%,84%,68%,85175,20.96,33%
483060003458,3%,61%,62%,51586,21.54,14%
483064003463,3%,74%,81%,73317,22.62,19%
483072003469,19%,52%,55%,41197,21.11,29%
483075003471,2%,49%,60%,42308,22.57,24%
483087003477,5%,70%,90%,82141,22.13,32%
483093003480,8%,47%,67%,42261,20.05,44%
483095003487,12%,47%,62%,36534,20.20,46%
483104003496,11%,39%,62%,33839,18.27,89%
483104006997,8%,55%,79%,55469,22.18,72%
483117003505,6%,39%,52%,36912,23.16,24%
483123012311,31%,22%,49%,17500,15.83,92%
483126003513,4%,47%,77%,57278,22.37,15%
483176003535,8%,31%,42%,27500,21.08,67%
483186003545,3%,64%,75%,72630,22.33,6%
483209003561,4%,88%,65%,46557,21.40,57%
483213003565,7%,41%,76%,60536,16.93,67%
483216003568,5%,52%,70%,61099,21.40,26%
483219003570,5%,35%,50%,40029,18.66,56%
483228003581,6%,72%,81%,58559,21.32,31%
483231003584,2%,55%,72%,59788,21.62,28%
483237003591,7%,76%,75%,54635,22.01,23%
483240003596,10%,34%,65%,43645,20.23,52%
483240011842,8%,62%,75%,68231,20.27,40%
483243003601,9%,38%,73%,43469,18.30,42%
483246003603,7%,52%,77%,48703,21.32,27%
483273003615,12%,42%,52%,30660,16.39,63%
483294003630,4%,66%,41%,35142,21.96,24%
483294003645,3%,87%,93%,77759,19.69,56%
483294003646,5%,65%,48%,47125,21.42,34%
483294003647,8%,80%,70%,73456,20.54,35%
483294003655,12%,52%,37%,34254,19.81,54%
483294007513,3%,87%,93%,77759,23.13,20%
483294008116,4%,90%,77%,77643,23.28,7%
483294011973,3%,90%,93%,100375,23.08,10%
483301003667,18%,40%,26%,23074,21.96,29%
483312003701,11%,50%,59%,38690,18.13,62%
483312003706,5%,31%,50%,34152,20.03,59%
483312003711,7%,76%,76%,66292,20.15,41%
483312003722,5%,75%,38%,49013,22.52,27%
483312006023,7%,72%,33%,41677,24.50,23%
483312006148,5%,86%,84%,81471,20.98,34%
483312007808,7%,74%,81%,105208,21.52,19%
483312009134,5%,83%,86%,79391,19.62,36%
483312010437,10%,54%,55%,61062,18.86,48%
483312011431,5%,80%,88%,82153,21.74,20%
483312012347,6%,77%,87%,96250,19.35,27%
483318003732,5%,68%,87%,87083,21.40,15%
483318012019,2%,84%,77%,102011,22.06,10%
483336003744,8%,46%,52%,44391,19.27,47%
483363003756,2%,42%,61%,30221,25.57,41%
483369009481,13%,37%,72%,34333,21.25,59%
483378003767,9%,47%,46%,44741,21.45,25%
483402003782,5%,41%,65%,35086,19.10,50%
483405003788,4%,57%,61%,48125,19.44,53%
483411003794,10%,38%,69%,52939,20.30,38%
483417003800,8%,51%,75%,43517,19.91,31%
483423003805,3%,63%,76%,66875,22.64,15%
483426003808,7%,56%,77%,70685,21.86,16%
483429003815,7%,60%,43%,35833,22.84,57%
483432003821,5%,62%,69%,65252,19.86,47%
483432003839,7%,26%,60%,30615,17.88,72%
483432003843,14%,31%,58%,50383,17.81,69%
483432003849,12%,35%,53%,34876,18.39,72%
483432009283,13%,70%,36%,50254,20.42,51%
483444003863,2%,74%,77%,88218,21.25,20%
483444011446,6%,84%,83%,94559,21.76,20%
483450003873,5%,66%,77%,53345,23.06,20%
483455003881,11%,48%,53%,44313,17.37,57%
483480003902,13%,55%,67%,36381,17.81,54%
483483003905,6%,71%,56%,80417,21.15,36%
483483007467,5%,68%,59%,59866,19.30,55%
483483009531,6%,86%,88%,103762,21.35,29%
483486003921,4%,57%,70%,41739,22.16,86%
483486006896,14%,36%,57%,49000,21.03,84%
483486007653,13%,29%,71%,31110,16.27,91%
483486012225,10%,28%,61%,25563,19.05,81%
483492003929,7%,60%,80%,64457,20.30,36%
483498003932,4%,88%,81%,81719,21.76,35%
483501003937,9%,40%,59%,29577,19.66,63%
483507021279,6%,53%,52%,49683,20.30,56%
483510003969,3%,59%,64%,40603,25.31,15%
483510005796,9%,92%,89%,121477,24.23,23%
483510008150,6%,96%,85%,129324,25.48,10%
483519003984,6%,46%,56%,70388,20.15,42%
483525003989,5%,32%,65%,36556,18.05,84%
483531003992,7%,61%,84%,72727,22.47,22%
483534003994,5%,66%,77%,53345,21.30,38%
483537003996,1%,73%,52%,41821,21.23,16%
483540009317,8%,57%,63%,51486,16.76,76%
483543004020,6%,48%,63%,51836,20.96,24%
483552004029,8%,27%,36%,37545,17.81,62%
483555004032,2%,53%,80%,60668,21.18,27%
483557010997,3%,86%,92%,111857,20.57,10%
483558004036,5%,73%,66%,66378,22.74,23%
483574004048,5%,52%,77%,41437,19.40,32%
483580004055,11%,26%,76%,22424,19.76,77%
483585004059,6%,56%,82%,50938,21.30,44%
483600004064,4%,87%,95%,120162,23.06,7%
483624004075,10%,52%,60%,44760,20.01,49%
483630004078,9%,54%,68%,37760,19.47,41%
483645004088,6%,60%,36%,50278,22.03,3%
483654004098,11%,34%,54%,26250,17.49,91%
483666004106,9%,45%,44%,48396,20.30,29%
483696008005,13%,43%,63%,41185,18.08,46%
483697004118,15%,33%,40%,36046,19.59,52%
483702004124,9%,67%,80%,66250,21.35,46%
483702004138,5%,81%,87%,71226,22.11,42%
483702004148,9%,85%,73%,96917,24.08,28%
483702004151,5%,49%,73%,56009,22.37,42%
483711004171,3%,57%,70%,43125,21.40,32%
483714004179,9%,40%,65%,28333,18.17,96%
483715000429,24%,37%,44%,32473,24.89,37%
483715004181,12%,56%,58%,35781,20.10,58%
483715005908,9%,32%,66%,28710,19.96,71%
483715006033,24%,37%,44%,32473,22.13,48%
483717004184,8%,51%,52%,34367,16.47,87%
483720004187,5%,53%,75%,64012,18.71,28%
483732004193,8%,56%,78%,51136,16.98,47%
483759004216,10%,46%,43%,28535,20.76,45%
483765004221,5%,71%,71%,54755,22.89,14%
483765011000,12%,82%,92%,104257,22.47,21%
483771004225,2%,46%,74%,51277,21.08,34%
483780004233,5%,52%,74%,60833,18.15,57%
483790004242,10%,45%,76%,35476,19.18,37%
483808004254,9%,68%,81%,66818,23.06,12%
483808005805,11%,72%,51%,50364,26.94,11%
483808006469,2%,90%,29%,65170,23.89,17%
483808008412,6%,66%,82%,60781,21.25,35%
483808011097,8%,73%,61%,63603,21.76,24%
483822004268,6%,54%,73%,80950,19.88,27%
483836004274,6%,48%,66%,39018,22.72,45%
483840004278,2%,60%,63%,44505,18.47,31%
483843004280,9%,55%,52%,36657,16.47,56%
483846004282,7%,52%,64%,54677,20.74,28%
483849004285,22%,51%,22%,24500,20.62,44%
483858004288,3%,67%,81%,83594,22.59,17%
483870004302,13%,33%,43%,20640,22.20,32%
483870004312,2%,35%,60%,38766,20.98,52%
483873004330,14%,37%,39%,25566,17.54,77%
483873004345,10%,33%,70%,40847,16.56,76%
483873004350,3%,59%,43%,39854,15.68,73%
483873004360,15%,28%,48%,31513,16.95,74%
483873004363,14%,36%,46%,32609,15.54,84%
483873004368,3%,61%,68%,35125,16.83,73%
483873004370,17%,18%,33%,20018,16.86,86%
483873004407,10%,84%,68%,56543,17.27,78%
483873011436,8%,63%,57%,27615,19.79,62%
483879004426,9%,32%,66%,28710,17.49,85%
483882004430,8%,35%,57%,33226,17.20,58%
483885004433,15%,24%,65%,25165,17.91,91%
483890004435,9%,52%,59%,41875,18.93,54%
483897004452,7%,66%,56%,37662,19.86,50%
483903004457,4%,40%,58%,33107,22.25,39%
483915004466,4%,59%,45%,60357,20.57,26%
483918004468,4%,60%,61%,63588,21.20,29%
483927004473,13%,53%,80%,62786,21.30,17%
483930007019,14%,62%,52%,24718,20.71,29%
483933021157,12%,21%,68%,25208,16.49,90%
483939004482,3%,55%,69%,49303,21.89,24%
483948004488,10%,60%,67%,48561,22.16,17%
483948010700,6%,77%,75%,82870,21.42,12%
483951004492,3%,38%,52%,44643,20.86,26%
483954004494,1%,43%,78%,43807,20.93,41%
483957004497,10%,59%,73%,59946,20.71,34%
483963004502,11%,44%,66%,52823,19.69,40%
483969004512,7%,49%,69%,43854,19.30,49%
483975004515,4%,32%,79%,45436,20.64,22%
483987004523,2%,56%,67%,53060,20.69,23%
483993004529,6%,73%,83%,71157,20.20,47%
483999004534,7%,50%,75%,62356,16.98,64%
484002004541,13%,30%,56%,30955,20.59,55%
484008004550,8%,44%,63%,38403,22.30,46%
484011004554,3%,43%,85%,43598,20.91,16%
484023004562,9%,52%,40%,33981,19.25,35%
484035004571,9%,38%,60%,45234,19.18,56%
484041004576,6%,39%,75%,40431,20.84,36%
484050004585,5%,46%,57%,49625,22.23,31%
484055004590,9%,49%,56%,35403,20.27,39%
484062004595,7%,50%,60%,49494,20.67,42%
484068004617,11%,35%,52%,40362,17.66,83%
484071004619,8%,39%,60%,32330,17.88,73%
484071006914,10%,70%,74%,63029,18.44,47%
484071007276,3%,68%,53%,44545,18.54,47%
484071009547,3%,64%,79%,71511,18.39,54%
484071011217,14%,40%,51%,25548,22.37,59%
484074004623,7%,32%,51%,42621,16.81,60%
484080004629,1%,48%,80%,48986,18.25,29%
484092004652,10%,29%,53%,44779,18.57,61%
484095004658,3%,37%,76%,55040,18.08,68%
484107004669,8%,28%,65%,44736,20.42,44%
484110004680,8%,87%,82%,78393,25.21,9%
484110004682,5%,42%,62%,41453,16.95,76%
484110004696,11%,42%,59%,49506,19.47,65%
484110004698,9%,77%,62%,72083,23.28,25%
484110008831,1%,93%,90%,138333,21.45,51%
484119004709,2%,78%,81%,66356,22.23,17%
484122004720,8%,76%,81%,90341,19.03,44%
484122004721,10%,54%,58%,41203,17.54,64%
484122010786,5%,52%,59%,64016,15.81,67%
484128004729,7%,56%,71%,57344,21.40,37%
484135005925,10%,62%,47%,59391,18.91,49%
484152004746,9%,70%,70%,32767,20.91,32%
484161004753,8%,53%,69%,48713,20.67,35%
484167004756,6%,48%,68%,49219,23.64,43%
484182004769,5%,59%,73%,42983,22.11,40%
484185004773,8%,61%,72%,58281,21.57,14%
484188011997,4%,75%,75%,64225,21.18,6%
484197004778,6%,56%,64%,52946,20.18,35%
484206004791,8%,41%,55%,34352,21.30,79%
484212004797,12%,40%,81%,35347,21.03,46%
484221004802,9%,49%,70%,51758,21.52,32%
484224004805,5%,48%,78%,53140,19.15,40%
484228004808,10%,47%,55%,47824,20.37,45%
484233004827,19%,25%,73%,24564,21.20,54%
484245004841,11%,46%,75%,56568,18.35,54%
484248004854,7%,65%,43%,40255,23.74,48%
484251004865,14%,39%,40%,33486,19.13,53%
484263004870,9%,45%,70%,49500,20.93,35%
484266004872,13%,52%,84%,58750,21.84,26%
484290004889,5%,62%,81%,51691,21.40,12%
484293004891,9%,60%,76%,61250,20.98,32%
484296004894,7%,56%,68%,42111,22.28,22%
484299004898,16%,19%,62%,22560,17.20,86%
484314004902,6%,51%,76%,58843,20.84,26%
484323004910,7%,57%,48%,33148,22.40,34%
484326004913,4%,65%,73%,43155,20.62,28%
484329004915,4%,57%,61%,48125,20.35,39%
484332004918,7%,37%,63%,32281,21.59,58%
484335004923,5%,50%,82%,62045,20.45,35%
484347004939,13%,38%,41%,33945,16.73,74%
484347004941,8%,82%,67%,57298,21.20,40%
484365004962,6%,75%,82%,76653,19.22,44%
484365006922,5%,42%,73%,41979,18.08,71%
484365007094,3%,83%,70%,95543,20.64,45%
484365009091,13%,34%,62%,40024,16.49,86%
484372004971,8%,62%,52%,40000,18.54,63%
484376004977,3%,75%,77%,80533,19.30,39%
484386004980,4%,59%,62%,68750,20.23,26%
484389004982,9%,57%,85%,63472,21.25,20%
484392004985,8%,52%,81%,40817,21.08,37%
484395004988,6%,52%,87%,61215,18.57,40%
484401004993,10%,39%,71%,52131,19.44,55%
484411004998,5%,62%,56%,48873,22.35,40%
484415012267,10%,56%,59%,60164,19.59,41%
484415012281,6%,70%,73%,60867,19.69,40%
484416005025,9%,40%,65%,37287,20.62,36%
484428005054,15%,44%,65%,33096,19.08,69%
484428005059,13%,39%,35%,24446,17.91,77%
484443005073,24%,79%,,,20.62,45%
484447005075,5%,42%,67%,55809,20.05,39%
484458005084,11%,58%,79%,50417,20.13,34%
484473005095,12%,51%,77%,57232,20.54,39%
484473011211,6%,63%,55%,49701,21.86,15%
484480005100,8%,68%,83%,48958,21.84,28%
484482005106,1%,43%,78%,43807,19.59,31%
484496008851,11%,52%,37%,39684,21.40,88%
484500005127,11%,34%,66%,39576,20.40,27%
484504005131,8%,55%,63%,38316,21.01,46%
484509005143,10%,42%,53%,42746,16.68,77%
484512005147,15%,31%,53%,34896,16.17,90%
484538005165,13%,32%,31%,23684,19.91,62%
484548005173,5%,56%,77%,54235,22.50,20%
484554005175,7%,43%,49%,40222,19.79,38%
484560005183,6%,71%,78%,70696,21.79,24%
484567005190,9%,60%,76%,61250,20.69,25%
484578005210,14%,33%,56%,30156,19.52,61%
484578005220,7%,73%,65%,68852,22.37,34%
484578005223,13%,43%,39%,27113,20.45,59%
484590005228,10%,40%,75%,43366,19.96,43%
484595005231,6%,46%,57%,36250,20.49,45%
484623005274,12%,54%,68%,53750,21.15,41%
484632005278,7%,46%,70%,43533,19.81,42%
484644005286,10%,48%,63%,39160,19.03,49%
484650005293,3%,78%,85%,70095,22.33,6%
484653005295,7%,73%,79%,73717,22.16,18%
484653011511,9%,61%,82%,75716,21.72,20%
484662005299,6%,33%,47%,37202,22.64,45%
484668005307,12%,37%,50%,22242,16.76,69%
484668005315,16%,62%,49%,34066,17.61,44%
484668005323,8%,53%,42%,43696,17.44,54%
484668005330,9%,52%,42%,35956,16.29,62%
484668005337,11%,41%,54%,30093,15.81,78%
484668005347,13%,45%,75%,27688,15.66,80%
484668006496,10%,43%,48%,31603,16.51,72%
484668011982,6%,58%,68%,34063,20.84,49%
484671005351,15%,16%,46%,21823,14.93,65%
484674005354,14%,37%,48%,40000,18.44,48%
530000100379,3%,62%,72%,55286,21.32,23%
530000300593,20%,41%,60%,27041,20.54,43%
530003000007,10%,67%,86%,51447,20.35,49%
530006000013,15%,70%,61%,40994,21.96,23%
530015000016,9%,74%,62%,49183,23.18,21%
530024000023,11%,64%,75%,79844,22.35,23%
530028000028,4%,62%,57%,40273,20.49,28%
530030000032,11%,47%,37%,46639,21.18,50%
530030002445,16%,46%,69%,57111,22.30,31%
530030002978,10%,76%,57%,74622,21.79,32%
530033000043,7%,88%,70%,84301,25.89,6%
530038000049,7%,54%,61%,48545,21.40,28%
530038001747,6%,67%,88%,72225,22.57,24%
530039000060,4%,94%,67%,80786,24.84,7%
530039000072,5%,84%,84%,119041,25.60,14%
530039000078,5%,85%,90%,81163,25.96,8%
530039000085,5%,81%,67%,69797,22.47,24%
530042000099,5%,80%,54%,45308,23.62,25%
530042000113,10%,85%,54%,22360,24.87,21%
530042002693,6%,76%,55%,60938,23.25,32%
530048000119,11%,60%,68%,75413,20.49,39%
530048001821,9%,56%,43%,54028,20.32,42%
530048003003,8%,55%,81%,64111,21.13,26%
530057000132,6%,65%,81%,59019,22.30,39%
530066000139,13%,61%,66%,36678,21.18,52%
530069000149,8%,41%,55%,45943,17.52,99%
530072000151,6%,36%,73%,41062,18.00,99%
530078000155,9%,46%,52%,37716,21.79,37%
530081003152,11%,77%,83%,76830,23.16,15%
530084000165,13%,52%,48%,35667,20.30,60%
